Country,Sector,Year of Date,Month of Date,Unit,Value
Luxembourg,Household,2022,September,Million Cubic Meter,18.531979
Luxembourg,Power,2022,October,Million Cubic Meter,1.586247
Luxembourg,Industrial,2022,October,Million Cubic Meter,17.113805
Luxembourg,Household,2022,October,Million Cubic Meter,25.494262
Luxembourg,Power,2022,November,Million Cubic Meter,2.006895
Luxembourg,Industrial,2022,November,Million Cubic Meter,16.950053
Luxembourg,Household,2022,November,Million Cubic Meter,40.730111
Luxembourg,Power,2022,December,Million Cubic Meter,2.605506
Luxembourg,Industrial,2022,December,Million Cubic Meter,12.470246
Luxembourg,Household,2022,December,Million Cubic Meter,63.252202
Luxembourg,Power,2021,January,Million Cubic Meter,4.987818
Luxembourg,Industrial,2021,January,Million Cubic Meter,28.687704
Luxembourg,Household,2021,January,Million Cubic Meter,80.611038
Luxembourg,Power,2021,February,Million Cubic Meter,4.330935
Luxembourg,Industrial,2021,February,Million Cubic Meter,26.928676
Luxembourg,Household,2021,February,Million Cubic Meter,62.705752
Luxembourg,Power,2021,March,Million Cubic Meter,4.227121
Luxembourg,Industrial,2021,March,Million Cubic Meter,29.257829
Luxembourg,Household,2021,March,Million Cubic Meter,60.299538
Luxembourg,Power,2021,April,Million Cubic Meter,3.914503
Luxembourg,Industrial,2021,April,Million Cubic Meter,26.698241
Luxembourg,Household,2021,April,Million Cubic Meter,48.257916
Luxembourg,Power,2021,May,Million Cubic Meter,3.444948
Luxembourg,Industrial,2021,May,Million Cubic Meter,25.611169
Luxembourg,Household,2021,May,Million Cubic Meter,37.422541
Luxembourg,Power,2021,June,Million Cubic Meter,2.098463
Luxembourg,Industrial,2021,June,Million Cubic Meter,24.74296
Luxembourg,Household,2021,June,Million Cubic Meter,15.008395
Luxembourg,Power,2021,July,Million Cubic Meter,2.186782
Luxembourg,Industrial,2021,July,Million Cubic Meter,24.063473
Luxembourg,Household,2021,July,Million Cubic Meter,15.717507
Luxembourg,Power,2021,August,Million Cubic Meter,2.051884
Luxembourg,Industrial,2021,August,Million Cubic Meter,20.628537
Luxembourg,Household,2021,August,Million Cubic Meter,15.586062
Luxembourg,Power,2021,September,Million Cubic Meter,2.266829
Luxembourg,Industrial,2021,September,Million Cubic Meter,24.195595
Luxembourg,Household,2021,September,Million Cubic Meter,18.793418
Luxembourg,Power,2021,October,Million Cubic Meter,3.75748
Luxembourg,Industrial,2021,October,Million Cubic Meter,26.392672
Luxembourg,Household,2021,October,Million Cubic Meter,40.806704
Luxembourg,Power,2021,November,Million Cubic Meter,4.21528
Luxembourg,Industrial,2021,November,Million Cubic Meter,27.265616
Luxembourg,Household,2021,November,Million Cubic Meter,61.482849
Luxembourg,Power,2021,December,Million Cubic Meter,4.610278
Luxembourg,Industrial,2021,December,Million Cubic Meter,22.058036
Luxembourg,Household,2021,December,Million Cubic Meter,69.060617
Luxembourg,Power,2020,January,Million Cubic Meter,41.269882
Luxembourg,Industrial,2020,January,Million Cubic Meter,33.438448
Luxembourg,Household,2020,January,Million Cubic Meter,70.792018
Luxembourg,Power,2020,February,Million Cubic Meter,18.648002
Luxembourg,Industrial,2020,February,Million Cubic Meter,30.656478
Luxembourg,Household,2020,February,Million Cubic Meter,60.503399
Luxembourg,Power,2020,March,Million Cubic Meter,18.246979
Luxembourg,Industrial,2020,March,Million Cubic Meter,25.763423
Luxembourg,Household,2020,March,Million Cubic Meter,56.724118
Luxembourg,Power,2020,April,Million Cubic Meter,11.569674
Luxembourg,Industrial,2020,April,Million Cubic Meter,23.451303
Luxembourg,Household,2020,April,Million Cubic Meter,28.875906
Luxembourg,Power,2020,May,Million Cubic Meter,11.198832
Luxembourg,Industrial,2020,May,Million Cubic Meter,24.617772
Luxembourg,Household,2020,May,Million Cubic Meter,24.734406
Luxembourg,Power,2020,June,Million Cubic Meter,9.071949
Luxembourg,Industrial,2020,June,Million Cubic Meter,23.802841
Luxembourg,Household,2020,June,Million Cubic Meter,16.359708
Luxembourg,Power,2020,July,Million Cubic Meter,7.809878
Luxembourg,Industrial,2020,July,Million Cubic Meter,23.427844
Luxembourg,Household,2020,July,Million Cubic Meter,14.275283
Luxembourg,Power,2020,August,Million Cubic Meter,7.189234
Luxembourg,Industrial,2020,August,Million Cubic Meter,21.312061
Luxembourg,Household,2020,August,Million Cubic Meter,11.592671
Luxembourg,Power,2020,September,Million Cubic Meter,9.544257
Luxembourg,Industrial,2020,September,Million Cubic Meter,24.391403
Luxembourg,Household,2020,September,Million Cubic Meter,18.335091
Luxembourg,Power,2020,October,Million Cubic Meter,16.47139
Luxembourg,Industrial,2020,October,Million Cubic Meter,26.353802
Luxembourg,Household,2020,October,Million Cubic Meter,41.298116
Luxembourg,Power,2020,November,Million Cubic Meter,17.157533
Luxembourg,Industrial,2020,November,Million Cubic Meter,27.698799
Luxembourg,Household,2020,November,Million Cubic Meter,53.902826
Luxembourg,Power,2020,December,Million Cubic Meter,19.659528
Luxembourg,Industrial,2020,December,Million Cubic Meter,21.758418
Luxembourg,Household,2020,December,Million Cubic Meter,68.09761
Luxembourg,Industrial,2019,January,Million Cubic Meter,34.168459
Luxembourg,Household,2019,January,Million Cubic Meter,81.591863
Luxembourg,Industrial,2019,February,Million Cubic Meter,30.925809
Luxembourg,Household,2019,February,Million Cubic Meter,61.370696
Luxembourg,Industrial,2019,March,Million Cubic Meter,33.17784
Luxembourg,Household,2019,March,Million Cubic Meter,55.734438
Luxembourg,Industrial,2019,April,Million Cubic Meter,30.182518
Luxembourg,Household,2019,April,Million Cubic Meter,38.978421
Luxembourg,Industrial,2019,May,Million Cubic Meter,30.824881
Luxembourg,Household,2019,May,Million Cubic Meter,31.462535
Luxembourg,Industrial,2019,June,Million Cubic Meter,29.402862
Luxembourg,Household,2019,June,Million Cubic Meter,15.590962
Luxembourg,Industrial,2019,July,Million Cubic Meter,29.683427
Luxembourg,Household,2019,July,Million Cubic Meter,13.603948
Luxembourg,Industrial,2019,August,Million Cubic Meter,23.444467
Luxembourg,Household,2019,August,Million Cubic Meter,13.521703
Luxembourg,Industrial,2019,September,Million Cubic Meter,27.525845
Luxembourg,Household,2019,September,Million Cubic Meter,20.310649
Luxembourg,Industrial,2019,October,Million Cubic Meter,30.308865
Luxembourg,Household,2019,October,Million Cubic Meter,35.852274
Luxembourg,Industrial,2019,November,Million Cubic Meter,30.248242
Luxembourg,Household,2019,November,Million Cubic Meter,60.002585
Luxembourg,Industrial,2019,December,Million Cubic Meter,24.980557
Luxembourg,Household,2019,December,Million Cubic Meter,66.962702
Netherlands,Power,2024,January,Million Cubic Meter,662
Netherlands,Industrial,2024,January,Million Cubic Meter,597.689434
Netherlands,Household,2024,January,Million Cubic Meter,2865.186201
Netherlands,Power,2024,February,Million Cubic Meter,436
Netherlands,Industrial,2024,February,Million Cubic Meter,564.649625
Netherlands,Household,2024,February,Million Cubic Meter,1995.350375
Netherlands,Power,2024,March,Million Cubic Meter,482
Netherlands,Industrial,2024,March,Million Cubic Meter,591.818587
Netherlands,Household,2024,March,Million Cubic Meter,1775.181413
Netherlands,Power,2024,April,Million Cubic Meter,328
Netherlands,Industrial,2024,April,Million Cubic Meter,634.066985
Netherlands,Household,2024,April,Million Cubic Meter,1368.933015
Netherlands,Power,2024,May,Million Cubic Meter,366
Netherlands,Industrial,2024,May,Million Cubic Meter,640.342084
Netherlands,Household,2024,May,Million Cubic Meter,861.659695
Netherlands,Power,2024,June,Million Cubic Meter,383
Netherlands,Industrial,2024,June,Million Cubic Meter,571.512384
Netherlands,Household,2024,June,Million Cubic Meter,808.487616
Netherlands,Power,2024,July,Million Cubic Meter,413
Netherlands,Industrial,2024,July,Million Cubic Meter,543.54637
Netherlands,Household,2024,July,Million Cubic Meter,751.354581
Netherlands,Power,2024,August,Million Cubic Meter,430
Netherlands,Industrial,2024,August,Million Cubic Meter,572.498591
Netherlands,Household,2024,August,Million Cubic Meter,660.501409
Netherlands,Power,2024,September,Million Cubic Meter,406
Netherlands,Industrial,2024,September,Million Cubic Meter,548.332623
Netherlands,Household,2024,September,Million Cubic Meter,841.068867
Netherlands,Power,2024,October,Million Cubic Meter,459
Netherlands,Industrial,2024,October,Million Cubic Meter,547.113512
Netherlands,Household,2024,October,Million Cubic Meter,1238.886488
Netherlands,Power,2024,November,Million Cubic Meter,777
Netherlands,Industrial,2024,November,Million Cubic Meter,536.780384
Netherlands,Household,2024,November,Million Cubic Meter,1973.219616
Netherlands,Power,2024,December,Million Cubic Meter,529
Netherlands,Industrial,2024,December,Million Cubic Meter,578.683798
Netherlands,Household,2024,December,Million Cubic Meter,2353.30606
Netherlands,Power,2023,January,Million Cubic Meter,486
Netherlands,Industrial,2023,January,Million Cubic Meter,455.40566
Netherlands,Household,2023,January,Million Cubic Meter,2441.59434
Netherlands,Power,2023,February,Million Cubic Meter,580
Netherlands,Industrial,2023,February,Million Cubic Meter,432.500153
Netherlands,Household,2023,February,Million Cubic Meter,2038.499847
Netherlands,Power,2023,March,Million Cubic Meter,500
Netherlands,Industrial,2023,March,Million Cubic Meter,495.074181
Netherlands,Household,2023,March,Million Cubic Meter,2115.925819
Netherlands,Power,2023,April,Million Cubic Meter,434
Netherlands,Industrial,2023,April,Million Cubic Meter,469.648311
Netherlands,Household,2023,April,Million Cubic Meter,1525.351689
Netherlands,Power,2023,May,Million Cubic Meter,433
Netherlands,Industrial,2023,May,Million Cubic Meter,461.051915
Netherlands,Household,2023,May,Million Cubic Meter,1000.948085
Netherlands,Power,2023,June,Million Cubic Meter,633
Netherlands,Industrial,2023,June,Million Cubic Meter,492.722285
Netherlands,Household,2023,June,Million Cubic Meter,742.277715
Netherlands,Power,2023,July,Million Cubic Meter,489
Netherlands,Industrial,2023,July,Million Cubic Meter,500.31076
Netherlands,Household,2023,July,Million Cubic Meter,730.68924
Netherlands,Power,2023,August,Million Cubic Meter,638
Netherlands,Industrial,2023,August,Million Cubic Meter,530.040067
Netherlands,Household,2023,August,Million Cubic Meter,751.959933
Netherlands,Power,2023,September,Million Cubic Meter,615
Netherlands,Industrial,2023,September,Million Cubic Meter,522.972556
Netherlands,Household,2023,September,Million Cubic Meter,825.027444
Netherlands,Power,2023,October,Million Cubic Meter,407
Netherlands,Industrial,2023,October,Million Cubic Meter,548.172486
Netherlands,Household,2023,October,Million Cubic Meter,1199.827514
Netherlands,Power,2023,November,Million Cubic Meter,411
Netherlands,Industrial,2023,November,Million Cubic Meter,510.851461
Netherlands,Household,2023,November,Million Cubic Meter,1962.148539
Netherlands,Power,2023,December,Million Cubic Meter,524
Netherlands,Industrial,2023,December,Million Cubic Meter,577.606456
Netherlands,Household,2023,December,Million Cubic Meter,2290.393544
Netherlands,Power,2022,January,Million Cubic Meter,677
Netherlands,Industrial,2022,January,Million Cubic Meter,1500.566683
Netherlands,Household,2022,January,Million Cubic Meter,2080.433317
Netherlands,Power,2022,February,Million Cubic Meter,391
Netherlands,Industrial,2022,February,Million Cubic Meter,1126.560379
Netherlands,Household,2022,February,Million Cubic Meter,1895.439621
Netherlands,Power,2022,March,Million Cubic Meter,607
Netherlands,Industrial,2022,March,Million Cubic Meter,1373.435854
Netherlands,Household,2022,March,Million Cubic Meter,1265.564146
Netherlands,Power,2022,April,Million Cubic Meter,410
Netherlands,Industrial,2022,April,Million Cubic Meter,1184.976447
Netherlands,Household,2022,April,Million Cubic Meter,1059.023553
Netherlands,Power,2022,May,Million Cubic Meter,527
Netherlands,Industrial,2022,May,Million Cubic Meter,1250.962197
Netherlands,Household,2022,May,Million Cubic Meter,304.037803
Netherlands,Power,2022,June,Million Cubic Meter,587
Netherlands,Industrial,2022,June,Million Cubic Meter,1270.183842
Netherlands,Household,2022,June,Million Cubic Meter,65.816158
Netherlands,Power,2022,July,Million Cubic Meter,504
Netherlands,Industrial,2022,July,Million Cubic Meter,495.396569
Netherlands,Household,2022,July,Million Cubic Meter,751.603431
Netherlands,Power,2022,August,Million Cubic Meter,569
Netherlands,Industrial,2022,August,Million Cubic Meter,435.293236
Netherlands,Household,2022,August,Million Cubic Meter,665.706764
Netherlands,Power,2022,September,Million Cubic Meter,462
Netherlands,Industrial,2022,September,Million Cubic Meter,392.626164
Netherlands,Household,2022,September,Million Cubic Meter,883.373836
Netherlands,Power,2022,October,Million Cubic Meter,609
Netherlands,Industrial,2022,October,Million Cubic Meter,433.424496
Netherlands,Household,2022,October,Million Cubic Meter,1060.575504
Netherlands,Power,2022,November,Million Cubic Meter,446
Netherlands,Industrial,2022,November,Million Cubic Meter,444.159288
Netherlands,Household,2022,November,Million Cubic Meter,1714.840712
Netherlands,Power,2022,December,Million Cubic Meter,763
Netherlands,Industrial,2022,December,Million Cubic Meter,477.833255
Netherlands,Household,2022,December,Million Cubic Meter,2564.166745
Netherlands,Power,2021,January,Million Cubic Meter,820
Netherlands,Industrial,2021,January,Million Cubic Meter,1888.55607
Netherlands,Household,2021,January,Million Cubic Meter,2886.44393
Netherlands,Power,2021,February,Million Cubic Meter,822
Netherlands,Industrial,2021,February,Million Cubic Meter,1787.285261
Netherlands,Household,2021,February,Million Cubic Meter,2012.714739
Netherlands,Power,2021,March,Million Cubic Meter,846
Netherlands,Industrial,2021,March,Million Cubic Meter,1890.974717
Netherlands,Household,2021,March,Million Cubic Meter,1677.025283
Netherlands,Power,2021,April,Million Cubic Meter,604
Netherlands,Industrial,2021,April,Million Cubic Meter,1584.508984
Netherlands,Household,2021,April,Million Cubic Meter,1466.491016
Netherlands,Power,2021,May,Million Cubic Meter,543
Netherlands,Industrial,2021,May,Million Cubic Meter,1542.82206
Netherlands,Household,2021,May,Million Cubic Meter,890.17794
Netherlands,Power,2021,June,Million Cubic Meter,717
Netherlands,Industrial,2021,June,Million Cubic Meter,1542.039311
Netherlands,Household,2021,June,Million Cubic Meter,43.960689
Netherlands,Power,2021,July,Million Cubic Meter,543
Netherlands,Industrial,2021,July,Million Cubic Meter,1416.936383
Netherlands,Household,2021,July,Million Cubic Meter,187.063617
Netherlands,Power,2021,August,Million Cubic Meter,235
Netherlands,Industrial,2021,August,Million Cubic Meter,1111.587492
Netherlands,Household,2021,August,Million Cubic Meter,488.412508
Netherlands,Power,2021,September,Million Cubic Meter,482
Netherlands,Industrial,2021,September,Million Cubic Meter,1331.698364
Netherlands,Household,2021,September,Million Cubic Meter,317.301636
Netherlands,Power,2021,October,Million Cubic Meter,383
Netherlands,Industrial,2021,October,Million Cubic Meter,1202.733095
Netherlands,Household,2021,October,Million Cubic Meter,996.266905
Netherlands,Power,2021,November,Million Cubic Meter,788
Netherlands,Industrial,2021,November,Million Cubic Meter,1548.977341
Netherlands,Household,2021,November,Million Cubic Meter,1330.022659
Netherlands,Power,2021,December,Million Cubic Meter,695
Netherlands,Industrial,2021,December,Million Cubic Meter,1554.208282
Netherlands,Household,2021,December,Million Cubic Meter,1956.791718
Netherlands,Power,2020,January,Million Cubic Meter,1128
Netherlands,Industrial,2020,January,Million Cubic Meter,1884.923434
Netherlands,Household,2020,January,Million Cubic Meter,1973.076566
Netherlands,Power,2020,February,Million Cubic Meter,834
Netherlands,Industrial,2020,February,Million Cubic Meter,1623.389238
Netherlands,Household,2020,February,Million Cubic Meter,1899.610762
Netherlands,Power,2020,March,Million Cubic Meter,740
Netherlands,Industrial,2020,March,Million Cubic Meter,1592.477572
Netherlands,Household,2020,March,Million Cubic Meter,1776.522428
Netherlands,Power,2020,April,Million Cubic Meter,623
Netherlands,Industrial,2020,April,Million Cubic Meter,1394.614945
Netherlands,Household,2020,April,Million Cubic Meter,785.385055
Netherlands,Power,2020,May,Million Cubic Meter,790
Netherlands,Industrial,2020,May,Million Cubic Meter,1536.921078
Netherlands,Household,2020,May,Million Cubic Meter,418.078922
Netherlands,Power,2020,June,Million Cubic Meter,886
Netherlands,Industrial,2020,June,Million Cubic Meter,1570.907767
Netherlands,Household,2020,June,Million Cubic Meter,57.092233
Netherlands,Power,2020,July,Million Cubic Meter,1079
Netherlands,Industrial,2020,July,Million Cubic Meter,1542.241
Netherlands,Household,2020,July,Million Cubic Meter,184.7586
Netherlands,Power,2020,August,Million Cubic Meter,1152
Netherlands,Industrial,2020,August,Million Cubic Meter,1131.849
Netherlands,Household,2020,August,Million Cubic Meter,482.1508
Netherlands,Power,2020,September,Million Cubic Meter,894
Netherlands,Industrial,2020,September,Million Cubic Meter,1662.724844
Netherlands,Household,2020,September,Million Cubic Meter,139.275156
Netherlands,Power,2020,October,Million Cubic Meter,765
Netherlands,Industrial,2020,October,Million Cubic Meter,1657.034685
Netherlands,Household,2020,October,Million Cubic Meter,993.965315
Netherlands,Power,2020,November,Million Cubic Meter,890
Netherlands,Industrial,2020,November,Million Cubic Meter,1656.416874
Netherlands,Household,2020,November,Million Cubic Meter,1264.583126
Netherlands,Power,2020,December,Million Cubic Meter,878
Netherlands,Industrial,2020,December,Million Cubic Meter,1783.984028
Netherlands,Household,2020,December,Million Cubic Meter,2160.015972
Netherlands,Power,2019,January,Million Cubic Meter,939
Netherlands,Industrial,2019,January,Million Cubic Meter,1791.876579
Netherlands,Household,2019,January,Million Cubic Meter,2590.123421
Netherlands,Power,2019,February,Million Cubic Meter,835
Netherlands,Industrial,2019,February,Million Cubic Meter,1575.999158
Netherlands,Household,2019,February,Million Cubic Meter,1758.000842
Netherlands,Power,2019,March,Million Cubic Meter,808
Netherlands,Industrial,2019,March,Million Cubic Meter,1655.363547
Netherlands,Household,2019,March,Million Cubic Meter,1702.636453
Netherlands,Power,2019,April,Million Cubic Meter,666
Netherlands,Industrial,2019,April,Million Cubic Meter,1446.430311
Netherlands,Household,2019,April,Million Cubic Meter,942.569689
Netherlands,Power,2019,May,Million Cubic Meter,852
Netherlands,Industrial,2019,May,Million Cubic Meter,1627.46036
Netherlands,Household,2019,May,Million Cubic Meter,588.53964
Netherlands,Power,2019,June,Million Cubic Meter,756
Netherlands,Industrial,2019,June,Million Cubic Meter,1469.896996
Netherlands,Household,2019,June,Million Cubic Meter,126.103004
Netherlands,Power,2019,July,Million Cubic Meter,904
Netherlands,Industrial,2019,July,Million Cubic Meter,1645.88654
Netherlands,Household,2019,July,Million Cubic Meter,409.5
Netherlands,Power,2019,August,Million Cubic Meter,912
Netherlands,Industrial,2019,August,Million Cubic Meter,982.8583
Netherlands,Household,2019,August,Million Cubic Meter,659.1417
Netherlands,Power,2019,September,Million Cubic Meter,941
Netherlands,Industrial,2019,September,Million Cubic Meter,1713.064222
Netherlands,Household,2019,September,Million Cubic Meter,169.935778
Netherlands,Power,2019,October,Million Cubic Meter,982
Netherlands,Industrial,2019,October,Million Cubic Meter,1798.699569
Netherlands,Household,2019,October,Million Cubic Meter,810.300431
Netherlands,Power,2019,November,Million Cubic Meter,937
Netherlands,Industrial,2019,November,Million Cubic Meter,1716.372108
Netherlands,Household,2019,November,Million Cubic Meter,1705.627892
Netherlands,Power,2019,December,Million Cubic Meter,782
Netherlands,Industrial,2019,December,Million Cubic Meter,1638.69885
Netherlands,Household,2019,December,Million Cubic Meter,2148.30115
Poland,Power,2024,January,Million Cubic Meter,294.089333
Poland,Industrial,2024,January,Million Cubic Meter,476.380355
Poland,Household,2024,January,Million Cubic Meter,1908.348349
Poland,Power,2024,February,Million Cubic Meter,254.170286
Poland,Industrial,2024,February,Million Cubic Meter,419.969715
Poland,Household,2024,February,Million Cubic Meter,1439.288202
Poland,Power,2024,March,Million Cubic Meter,253.397035
Poland,Industrial,2024,March,Million Cubic Meter,432.572293
Poland,Household,2024,March,Million Cubic Meter,1394.388774
Poland,Power,2024,April,Million Cubic Meter,193.831619
Poland,Industrial,2024,April,Million Cubic Meter,373.207303
Poland,Household,2024,April,Million Cubic Meter,1054.633332
Poland,Power,2024,May,Million Cubic Meter,122.202095
Poland,Industrial,2024,May,Million Cubic Meter,298.212059
Poland,Household,2024,May,Million Cubic Meter,765.603203
Poland,Power,2024,June,Million Cubic Meter,169.526467
Poland,Industrial,2024,June,Million Cubic Meter,271.638568
Poland,Household,2024,June,Million Cubic Meter,700.273634
Poland,Power,2024,July,Million Cubic Meter,254.034571
Poland,Industrial,2024,July,Million Cubic Meter,377.595171
Poland,Household,2024,July,Million Cubic Meter,703.442593
Poland,Power,2024,August,Million Cubic Meter,278.970286
Poland,Industrial,2024,August,Million Cubic Meter,398.285699
Poland,Household,2024,August,Million Cubic Meter,710.273903
Poland,Power,2024,September,Million Cubic Meter,285.105619
Poland,Industrial,2024,September,Million Cubic Meter,447.790966
Poland,Household,2024,September,Million Cubic Meter,763.722352
Poland,Power,2024,October,Million Cubic Meter,310.394067
Poland,Industrial,2024,October,Million Cubic Meter,453.549962
Poland,Household,2024,October,Million Cubic Meter,1135.063032
Poland,Power,2024,November,Million Cubic Meter,373.23819
Poland,Industrial,2024,November,Million Cubic Meter,531.455208
Poland,Household,2024,November,Million Cubic Meter,1552.13513
Poland,Power,2024,December,Million Cubic Meter,350.677667
Poland,Industrial,2024,December,Million Cubic Meter,505.189448
Poland,Household,2024,December,Million Cubic Meter,1693.935469
Poland,Power,2023,January,Million Cubic Meter,229.938935
Poland,Industrial,2023,January,Million Cubic Meter,358.630308
Poland,Household,2023,January,Million Cubic Meter,1564.582935
Poland,Power,2023,February,Million Cubic Meter,200.001642
Poland,Industrial,2023,February,Million Cubic Meter,321.391306
Poland,Household,2023,February,Million Cubic Meter,1520.938064
Poland,Power,2023,March,Million Cubic Meter,255.089204
Poland,Industrial,2023,March,Million Cubic Meter,373.750379
Poland,Household,2023,March,Million Cubic Meter,1414.071046
Poland,Power,2023,April,Million Cubic Meter,205.018276
Poland,Industrial,2023,April,Million Cubic Meter,303.996861
Poland,Household,2023,April,Million Cubic Meter,1105.105594
Poland,Power,2023,May,Million Cubic Meter,143.979377
Poland,Industrial,2023,May,Million Cubic Meter,269.742455
Poland,Household,2023,May,Million Cubic Meter,788.31484
Poland,Power,2023,June,Million Cubic Meter,161.454684
Poland,Industrial,2023,June,Million Cubic Meter,269.899393
Poland,Household,2023,June,Million Cubic Meter,654.06513
Poland,Power,2023,July,Million Cubic Meter,169.67516
Poland,Industrial,2023,July,Million Cubic Meter,265.113714
Poland,Household,2023,July,Million Cubic Meter,648.411922
Poland,Power,2023,August,Million Cubic Meter,171.848019
Poland,Industrial,2023,August,Million Cubic Meter,293.647398
Poland,Household,2023,August,Million Cubic Meter,688.807662
Poland,Power,2023,September,Million Cubic Meter,94.025931
Poland,Industrial,2023,September,Million Cubic Meter,185.729436
Poland,Household,2023,September,Million Cubic Meter,725.559225
Poland,Power,2023,October,Million Cubic Meter,197.185234
Poland,Industrial,2023,October,Million Cubic Meter,292.776048
Poland,Household,2023,October,Million Cubic Meter,1040.867834
Poland,Power,2023,November,Million Cubic Meter,263.628762
Poland,Industrial,2023,November,Million Cubic Meter,416.093946
Poland,Household,2023,November,Million Cubic Meter,1460.27422
Poland,Power,2023,December,Million Cubic Meter,275.613714
Poland,Industrial,2023,December,Million Cubic Meter,437.660777
Poland,Household,2023,December,Million Cubic Meter,1734.034346
Poland,Power,2022,January,Million Cubic Meter,209.446819
Poland,Industrial,2022,January,Million Cubic Meter,417.793515
Poland,Household,2022,January,Million Cubic Meter,1792.086057
Poland,Power,2022,February,Million Cubic Meter,169.638575
Poland,Industrial,2022,February,Million Cubic Meter,344.493191
Poland,Household,2022,February,Million Cubic Meter,1473.516245
Poland,Power,2022,March,Million Cubic Meter,161.971806
Poland,Industrial,2022,March,Million Cubic Meter,314.974092
Poland,Household,2022,March,Million Cubic Meter,1479.578805
Poland,Power,2022,April,Million Cubic Meter,125.257981
Poland,Industrial,2022,April,Million Cubic Meter,308.698272
Poland,Household,2022,April,Million Cubic Meter,1229.575028
Poland,Power,2022,May,Million Cubic Meter,150.761928
Poland,Industrial,2022,May,Million Cubic Meter,316.118295
Poland,Household,2022,May,Million Cubic Meter,780.432028
Poland,Power,2022,June,Million Cubic Meter,146.630105
Poland,Industrial,2022,June,Million Cubic Meter,295.205294
Poland,Household,2022,June,Million Cubic Meter,671.763341
Poland,Power,2022,July,Million Cubic Meter,107.220851
Poland,Industrial,2022,July,Million Cubic Meter,259.467414
Poland,Household,2022,July,Million Cubic Meter,626.494998
Poland,Power,2022,August,Million Cubic Meter,91.554701
Poland,Industrial,2022,August,Million Cubic Meter,210.507906
Poland,Household,2022,August,Million Cubic Meter,577.709622
Poland,Power,2022,September,Million Cubic Meter,85.021893
Poland,Industrial,2022,September,Million Cubic Meter,168.825127
Poland,Household,2022,September,Million Cubic Meter,649.132082
Poland,Power,2022,October,Million Cubic Meter,131.734343
Poland,Industrial,2022,October,Million Cubic Meter,217.4486
Poland,Household,2022,October,Million Cubic Meter,898.471411
Poland,Power,2022,November,Million Cubic Meter,170.053882
Poland,Industrial,2022,November,Million Cubic Meter,323.204852
Poland,Household,2022,November,Million Cubic Meter,1314.740364
Poland,Power,2022,December,Million Cubic Meter,175.616973
Poland,Industrial,2022,December,Million Cubic Meter,298.06569
Poland,Household,2022,December,Million Cubic Meter,1685.452489
Poland,Power,2021,January,Million Cubic Meter,242.354495
Poland,Industrial,2021,January,Million Cubic Meter,512.881428
Poland,Household,2021,January,Million Cubic Meter,1891.09541
Poland,Power,2021,February,Million Cubic Meter,177.703861
Poland,Industrial,2021,February,Million Cubic Meter,408.635434
Poland,Household,2021,February,Million Cubic Meter,1797.997482
Poland,Power,2021,March,Million Cubic Meter,166.626177
Poland,Industrial,2021,March,Million Cubic Meter,439.719284
Poland,Household,2021,March,Million Cubic Meter,1639.67667
Poland,Power,2021,April,Million Cubic Meter,154.486962
Poland,Industrial,2021,April,Million Cubic Meter,399.713804
Poland,Household,2021,April,Million Cubic Meter,1338.721676
Poland,Power,2021,May,Million Cubic Meter,172.906798
Poland,Industrial,2021,May,Million Cubic Meter,373.776678
Poland,Household,2021,May,Million Cubic Meter,963.977771
Poland,Power,2021,June,Million Cubic Meter,193.533204
Poland,Industrial,2021,June,Million Cubic Meter,360.894963
Poland,Household,2021,June,Million Cubic Meter,742.381483
Poland,Power,2021,July,Million Cubic Meter,196.369217
Poland,Industrial,2021,July,Million Cubic Meter,417.130751
Poland,Household,2021,July,Million Cubic Meter,714.066474
Poland,Power,2021,August,Million Cubic Meter,179.504918
Poland,Industrial,2021,August,Million Cubic Meter,413.272356
Poland,Household,2021,August,Million Cubic Meter,747.270535
Poland,Power,2021,September,Million Cubic Meter,175.135554
Poland,Industrial,2021,September,Million Cubic Meter,373.592951
Poland,Household,2021,September,Million Cubic Meter,829.958801
Poland,Power,2021,October,Million Cubic Meter,213.555029
Poland,Industrial,2021,October,Million Cubic Meter,424.82985
Poland,Household,2021,October,Million Cubic Meter,1144.934336
Poland,Power,2021,November,Million Cubic Meter,234.372971
Poland,Industrial,2021,November,Million Cubic Meter,458.091808
Poland,Household,2021,November,Million Cubic Meter,1413.352528
Poland,Power,2021,December,Million Cubic Meter,232.527251
Poland,Industrial,2021,December,Million Cubic Meter,459.505819
Poland,Household,2021,December,Million Cubic Meter,1872.819492
Poland,Power,2020,January,Million Cubic Meter,377.742747
Poland,Industrial,2020,January,Million Cubic Meter,440.579876
Poland,Household,2020,January,Million Cubic Meter,1664.485334
Poland,Power,2020,February,Million Cubic Meter,174.259455
Poland,Industrial,2020,February,Million Cubic Meter,422.460876
Poland,Household,2020,February,Million Cubic Meter,1484.09365
Poland,Power,2020,March,Million Cubic Meter,188.124312
Poland,Industrial,2020,March,Million Cubic Meter,456.634522
Poland,Household,2020,March,Million Cubic Meter,1444.76584
Poland,Power,2020,April,Million Cubic Meter,187.497718
Poland,Industrial,2020,April,Million Cubic Meter,417.140377
Poland,Household,2020,April,Million Cubic Meter,992.723075
Poland,Power,2020,May,Million Cubic Meter,187.375737
Poland,Industrial,2020,May,Million Cubic Meter,433.764606
Poland,Household,2020,May,Million Cubic Meter,865.696818
